epoch,phase,loss,l_tau,l_fri,l_E
1,S1,20.261190938949586,1.5209287494421004,0.0,18.74026222229004
50,S1,0.9636947482824325,0.6321159347891807,0.0,0.3315788134932518
100,S1,0.5388297811150551,0.4574193924665451,0.0,0.08141038790345193
150,S1,0.4713896416127682,0.4093341283500195,0.0,0.062055514100939034
200,S1,0.39452614188194274,0.3583147697150707,0.0,0.036211371142417195
250,S1,0.34143926203250885,0.31740931123495103,0.0,0.02402995158918202
300,S1,0.3063692167401314,0.2874706082046032,0.0,0.018898608256131412
350,S1,0.2893288478255272,0.27287898361682894,0.0,0.016449863859452307
400,S1,0.2659859649837017,0.25250065699219704,0.0,0.013485307269729675
450,S1,0.25418467037379744,0.24230739325284958,0.0,0.011877278494648636
500,S1,0.24336818605661392,0.23308948427438736,0.0,0.0102787003852427
550,S1,0.2332995429635048,0.22411227747797965,0.0,0.009187264228239655
600,S1,0.2265111193060875,0.21799494363367558,0.0,0.008516176277771592
650,S1,0.21662321500480175,0.2093185804784298,0.0,0.0073046346195042135
700,S1,0.21149356551468373,0.20453486628830433,0.0,0.006958698853850365
750,S1,0.20955984555184842,0.20180781856179236,0.0,0.0077520270831882955
800,S1,0.19503990672528743,0.1888082880526781,0.0,0.006231618102174252
850,S1,0.2001425724476576,0.1930923532694578,0.0,0.007050217431969941
900,S1,0.18330137319862844,0.17815169058740138,0.0,0.005149682576302439
950,S1,0.17681765481829642,0.1721715059131384,0.0,0.004646149021573365
1000,S1,0.17328868061304092,0.16870736181735993,0.0,0.004581319534918293
1050,S1,0.17260957062244414,0.1682065285742283,0.0,0.004403040756005794
1100,S1,0.1695319026708603,0.16527916863560677,0.0,0.0042527349723968655
1150,S1,0.16632463000714778,0.16225507967174052,0.0,0.004069551330758259
1200,S1,0.1585919201374054,0.15499762892723085,0.0,0.0035942910762969404
1250,S1,0.1589973323047161,0.15531565099954606,0.0,0.0036816816194914282
1300,S1,0.15524948053061963,0.1518568892031908,0.0,0.0033925911760888995
1350,S1,0.15234441123902798,0.14900854378938674,0.0,0.0033358671935275197
1400,S1,0.15080696642398833,0.1476815391331911,0.0,0.0031254262663424014
1450,S1,0.14619782846421003,0.14324848353862762,0.0,0.002949344163062051
1500,S1,0.14480174500495196,0.14196169022470712,0.0,0.002840055903652683
1550,S1,0.14248523619025946,0.13978607039898633,0.0,0.002699165529338643
1600,S1,0.14226835668087007,0.1395933147519827,0.0,0.0026750431628897787
1650,S1,0.14010483212769032,0.13744326494634151,0.0,0.002661567024188116
1700,S1,0.1373782090842724,0.13494722172617912,0.0,0.0024309881730005143
1750,S1,0.13521490655839444,0.13280422054231167,0.0,0.002410686208168045
1800,S1,0.13604070097208024,0.13371566087007522,0.0,0.0023250407073646786
1850,S1,0.13592790216207504,0.1333637384697795,0.0,0.002564162894850597
1900,S1,0.1311471862718463,0.1289642171934247,0.0,0.0021829688455909492
1950,S1,0.13054695632308722,0.12844885587692262,0.0,0.0020981003617634997
2000,S1,0.12837443146854638,0.12624170780181884,0.0,0.0021327230060705915
2050,S1,0.12623773608356714,0.12429333850741386,0.0,0.0019443978642811998
2100,S1,0.13204446863383054,0.1297247713431716,0.0,0.0023196981695946307
2150,S1,0.12247872073203325,0.12062085103243589,0.0,0.0018578687770059333
2200,S1,0.12540696151554584,0.12343579735606909,0.0,0.0019711644330527634
2250,S1,0.12485615536570549,0.12289963122457266,0.0,0.0019565235736081375
2300,S1,0.12122753579169512,0.11935002338141203,0.0,0.0018775121978251263
2350,S1,0.11739314086735249,0.11569142900407314,0.0,0.0017017115285852924
2400,S1,0.1147948995232582,0.11315535567700863,0.0,0.0016395440645283089
2450,S1,0.11489814072847367,0.11325394827872515,0.0,0.0016441922809462995
2500,S1,0.11134602501988411,0.10980682540684938,0.0,0.0015391995868412778
2550,S1,0.11739400867372751,0.11539534702897072,0.0,0.0019986621133284642
2600,S1,0.11286951340734959,0.11104404218494893,0.0,0.0018254712107591332
2650,S1,0.11008962392807006,0.10845117680728436,0.0,0.0016384463000576944
2700,S1,0.11203248091042042,0.11018959470093251,0.0,0.0018428859068080783
2750,S1,0.10858305804431438,0.10689747352153063,0.0,0.0016855844005476683
2800,S1,0.10960225518792868,0.10783583726733922,0.0,0.0017664172657532618
2850,S1,0.10636634510010481,0.104749196767807,0.0,0.0016171490569831803
2900,S1,0.10537682976573706,0.10373855289071798,0.0,0.0016382771369535475
2950,S1,0.10332398992031813,0.10180820152163506,0.0,0.0015157884336076677
3000,S1,0.1034300921484828,0.10183217339217662,0.0,0.0015979186311597005
3050,S1,0.09961707424372435,0.09820716436952352,0.0,0.0014099096064455808
3100,S1,0.10437216237187386,0.10283010117709637,0.0,0.0015420607785927131
3150,S1,0.09857786782085895,0.09721495751291513,0.0,0.0013629099645186215
3200,S1,0.09983882494270802,0.09836234375834466,0.0,0.001476482264115475
3250,S1,0.09974410198628902,0.09827540684491395,0.0,0.0014686949405586347
3300,S1,0.09503263104707002,0.0937150677666068,0.0,0.00131756380724255
3350,S1,0.0958922602236271,0.09452462866902352,0.0,0.0013676311122253538
3400,S1,0.10077443532645702,0.09917910117655993,0.0,0.0015953341004205867
3450,S1,0.09471881426870823,0.0933801231905818,0.0,0.0013386909093242138
3500,S1,0.09407781194895506,0.09281163848936558,0.0,0.0012661733955610544
3550,S1,0.09299949035048485,0.09171534273773432,0.0,0.0012841470743296668
3600,S1,0.09599336106330156,0.09454607758671045,0.0,0.001447283598827198
3650,S1,0.09152683969587087,0.09029038324952125,0.0,0.0012364567402983085
3700,S1,0.09501859098672867,0.09359563253819943,0.0,0.0014229583874111995
3750,S1,0.09606634974479675,0.09460389632731676,0.0,0.0014624531468143687
3800,S1,0.09319312907755375,0.09184532724320889,0.0,0.0013478021792252548
3850,S1,0.09048957582563162,0.08922847919166088,0.0,0.0012610965728526934
3900,S1,0.09256068896502256,0.09123344011604786,0.0,0.0013272492738906293
3950,S1,0.09061212856322527,0.08926268722862005,0.0,0.0013494418715708889
4000,S1,0.09148978237062692,0.09016076028347016,0.0,0.0013290225906530395
4050,S1,0.09299300853163003,0.09158778823912143,0.0,0.0014052193553652614
4100,S1,0.10247501656413079,0.10048868507146835,0.0,0.001986331504303962
4150,S1,0.08638706505298614,0.08525273147970439,0.0,0.0011343334437697195
4200,S1,0.08930641114711761,0.08806708585470915,0.0,0.001239325848291628
4250,S1,0.08630100712180137,0.08522058371454477,0.0,0.0010804235498653725
4300,S1,0.09094167500734329,0.08961250297725201,0.0,0.001329171062388923
4350,S1,0.09020525179803371,0.08897866792976857,0.0,0.0012265841025509872
4400,S1,0.08912421651184559,0.08786995224654674,0.0,0.0012542640994070097
4450,S1,0.09083788972347975,0.08953479696065188,0.0,0.0013030925358179957
4500,S1,0.08333078473806381,0.08229880519211293,0.0,0.0010319794208044186
4550,S1,0.08529881630092859,0.08424888961017132,0.0,0.0010499270443688146
4600,S1,0.08208786770701408,0.08112409990280867,0.0,0.0009637674811528996
4650,S1,0.08270897157490253,0.08168835397809744,0.0,0.001020617583708372
4700,S1,0.0823468117043376,0.0813381813466549,0.0,0.0010086303562275134
4750,S1,0.08419608026742935,0.08310843836516142,0.0,0.0010876412517973222
4800,S1,0.08395236507058143,0.08281124886125327,0.0,0.0011411159590352326
4850,S1,0.08196393810212613,0.08097837492823601,0.0,0.0009855630210950038
4900,S1,0.0823150398209691,0.08123504985123872,0.0,0.001079989805293735
4950,S1,0.08131689112633467,0.08036445323377847,0.0,0.0009524382607196457
5000,S1,0.08298929184675216,0.0819035416468978,0.0,0.0010857495784875938
5050,S1,0.07773636225610972,0.0768586553633213,0.0,0.0008777069277130067
5100,S1,0.08033525105565786,0.07929430063813925,0.0,0.0010409508337033912
5150,S1,0.07858004961162805,0.07765146354213356,0.0,0.0009285860505769961
5200,S1,0.07982764095067978,0.07887025121599436,0.0,0.0009573896139045246
5250,S1,0.07917315028607845,0.07822145689278841,0.0,0.0009516933758277446
5300,S1,0.07915371265262365,0.07821319885551929,0.0,0.0009405138334841467
5350,S1,0.0854390375316143,0.08423051126301288,0.0,0.0012085255541023799
5400,S1,0.08085680156946182,0.07979795020073652,0.0,0.0010588514909613878
5450,S1,0.08274110984057188,0.08161166477948427,0.0,0.001129444219986908
5500,S1,0.07793472465127707,0.07701152749359608,0.0,0.0009231979551259428
5550,S1,0.08036640100181103,0.07934249490499497,0.0,0.0010239057941362263
5600,S1,0.07731091715395451,0.07640533950179815,0.0,0.0009055777714820579
5650,S1,0.07569736782461405,0.07485248018056154,0.0,0.000844887642597314
5700,S1,0.08153347931802273,0.0803904639557004,0.0,0.0011430148922954686
5750,S1,0.07444798415526747,0.07362016746774316,0.0,0.0008278166031232103
5800,S1,0.07545660091564059,0.07458104938268661,0.0,0.000875551495118998
5850,S1,0.0754323392175138,0.07456396520137787,0.0,0.0008683739943080582
5900,S1,0.0768040900118649,0.07586624072864652,0.0,0.0009378489397931844
5950,S1,0.07585431477054953,0.07489935625344515,0.0,0.0009549583861371502
6000,S1,0.07639383431524038,0.07547902688384056,0.0,0.0009148075376288034
6050,S2-L,0.9772876784205436,0.966889426112175,0.0,0.010398255148902535
6100,S2-L,0.8007804617285729,0.793350251019001,0.0,0.007430215663043782
6150,S2-L,0.7343141689896584,0.7284597411751748,0.0,0.005854429118335247
6200,S2-L,0.7109226301312447,0.7041862174868584,0.0,0.006736414332408458
6250,S2-L,0.6566210150718689,0.6498824253678321,0.0,0.0067385862115770575
6300,S2-L,0.6225139647722244,0.6154400482773781,0.0,0.007073915330693126
6350,S2-L,0.5984129697084427,0.5922719016671181,0.0,0.006141069112345576
6400,S2-L,0.596732784807682,0.5880672112107277,0.0,0.008665572805330157
6450,S2-L,0.5556659519672393,0.5480733387172222,0.0,0.007592613867018372
6500,S2-L,0.5441530995070935,0.5370822802186013,0.0,0.0070708158309571445
6550,S2-L,0.5096909590065479,0.5030256822705269,0.0,0.00666527827270329
6600,S2-L,0.5258004426956177,0.5179820574820042,0.0,0.007818385679274797
6650,S2-L,0.4868252590298653,0.47946647480130195,0.0,0.007358784321695566
6700,S2-L,0.4622472882270813,0.4561975635588169,0.0,0.006049723457545042
6750,S2-L,0.4667793266475201,0.46065872311592104,0.0,0.006120605004252866
6800,S2-L,0.44578795358538625,0.4405645288527012,0.0,0.005223425658186898
6850,S2-L,0.4541495777666569,0.44662600830197335,0.0,0.007523569418117404
6900,S2-L,0.4282117038965225,0.42285992205142975,0.0,0.00535178433638066
6950,S2-L,0.4180632159113884,0.4128039598464966,0.0,0.005259256227873266
7000,S2-L,0.4181313082575798,0.41255464404821396,0.0,0.005576666368870065
7050,S2-L,0.4157014757394791,0.4095126450061798,0.0,0.006188830541213974
